,0,1,2,3
0,-3.5389404296875,1.5106201171875,-3.424072265625,-1.9134521484375
1,-2.1290283203125,-1.409912109375,0.1007080078125,-0.201416015625
2,1.395751953125,-0.5035400390625,-2.618408203125,-0.7049560546875
3,-0.9205322265625,-1.611328125,-1.1077880859375,-1.007080078125
4,-5.5531005859375,2.618408203125,0.5035400390625,-4.1290283203125
5,-4.243896484375,-1.007080078125,-0.201416015625,-4.1290283203125
6,-3.9417724609375,-4.7332763671875,-3.424072265625,-7.65380859375
7,-0.215576171875,-1.1077880859375,0.604248046875,-2.7191162109375
8,-1.3233642578125,0.201416015625,3.3233642578125,-1.5106201171875
9,-4.1431884765625,0.3021240234375,-0.1007080078125,-2.3162841796875
10,-2.632568359375,-5.6396484375,0.5035400390625,-0.604248046875
11,0.590087890625,-3.22265625,0.1007080078125,-3.9276123046875
12,-0.3162841796875,-2.5177001953125,0.3021240234375,-0.1007080078125
13,2.7049560546875,-6.1431884765625,3.9276123046875,4.632568359375
14,0.0865478515625,-2.215576171875,-1.1077880859375,2.7191162109375
15,-1.021240234375,-1.5106201171875,0.40283203125,3.424072265625
16,0.6907958984375,-3.62548828125,-2.1148681640625,4.5318603515625
17,-1.5247802734375,-1.3092041015625,-0.8056640625,1.812744140625
18,2.1007080078125,-2.1148681640625,-2.5177001953125,2.4169921875
19,0.992919921875,-3.1219482421875,-1.5106201171875,3.9276123046875
20,2.5035400390625,-0.7049560546875,-1.812744140625,2.618408203125
21,1.1943359375,1.20849609375,-6.9488525390625,-3.3233642578125
22,-1.826904296875,-4.833984375,-3.62548828125,3.7261962890625
23,0.0865478515625,0.1007080078125,-0.3021240234375,1.9134521484375
24,-0.1148681640625,0.9063720703125,-3.424072265625,2.01416015625
25,-2.7332763671875,0.5035400390625,-3.5247802734375,2.5177001953125
26,2.9063720703125,0.1007080078125,-4.43115234375,-0.3021240234375
27,1.2950439453125,-5.035400390625,-2.618408203125,3.1219482421875
28,0.6907958984375,0.201416015625,1.007080078125,1.611328125
29,1.0936279296875,2.215576171875,-2.01416015625,0.9063720703125
30,1.4964599609375,1.9134521484375,-2.215576171875,0.40283203125
31,1.6978759765625,1.5106201171875,-3.62548828125,-1.20849609375
32,-0.01416015625,1.3092041015625,-3.62548828125,-2.7191162109375
33,-0.9205322265625,1.20849609375,-2.5177001953125,-1.9134521484375
34,-7.869384765625,4.9346923828125,-2.618408203125,-0.201416015625
35,2.9063720703125,9.869384765625,-0.5035400390625,-4.3304443359375
